Genomic Peptides,Substituted Peptides
5.750154025,0
4.896127327,0
3.663251137,0
3.65462351,0
4.945887335,0
6.350830796,0
3.357650558,0
4.309062489,0
4.855769109,0
0,0
5.032993007,1.284453294
4.998761212,1.323643923
4.214908087,2.214875625
5.053974598,2.429064291
0,2.491133279
4.131634602,2.637868821
3.31040907,2.80327701
4.432272714,2.83744588
5.416991322,2.878384305
5.974941181,2.917322721
0,2.932376849
6.022504668,2.938264477
5.35751252,2.981519615
2.53352549,3.060894286
4.007026541,3.097364221
5.954118525,3.100489443
0,3.103207097
0,3.186374533
4.531964595,3.199980683
6.146309038,3.212104468
4.068296277,3.217079625
6.758968321,3.234476358
0,3.254987708
4.822163691,3.267144261
5.127435168,3.278786286
5.037247081,3.286166918
6.144461696,3.302969993
5.725822527,3.312835495
3.97235625,3.31693856
6.198810987,3.346814216
4.167969291,3.353059679
4.858604328,3.379503254
6.134197586,3.396426812
5.132360795,3.397307563
4.638662591,3.398537708
0,3.409219195
4.359133615,3.429541216
3.245628259,3.437196405
4.237341121,3.444495884
5.862232917,3.444543885
4.624656191,3.457428602
4.787397281,3.470224913
4.254916262,3.473179424
5.399342337,3.475802183
3.863832054,3.486060356
3.265704389,3.504508241
5.437048026,3.508558132
3.465798356,3.519776164
4.505571826,3.527540455
5.455883723,3.529087301
5.71316103,3.535230047
4.660867934,3.539241877
4.394445394,3.546432472
0,3.577266437
0,3.579132353
0,3.582821466
5.5926239,3.597254636
0,3.597675445
4.338786492,3.625316876
0,3.630848845
4.481595608,3.632075066
0,3.643075367
5.868434145,3.648812417
4.635543468,3.652956687
0,3.654881818
3.866743109,3.656683865
0,3.658433459
4.802918673,3.672341826
5.875225112,3.674214359
4.858518388,3.675474871
4.411941873,3.679680586
4.361428636,3.680726837
5.389530179,3.681029286
0,3.693310829
4.316473332,3.705192089
0,3.708953056
4.486713903,3.711925021
6.129943636,3.723002669
3.909246939,3.729264844
4.776788673,3.729796973
0,3.734343861
5.776892666,3.734497158
5.339532085,3.735039705
5.649392431,3.746361707
0,3.748477202
4.969572622,3.750753875
5.393336953,3.754706007
3.616786813,3.763753712
0,3.771043427
0,3.771644869
0,3.774920344
5.148777608,3.776454917
4.712695123,3.777042603
4.332813145,3.777462928
4.963082693,3.778749296
4.885936336,3.798419006
6.62124827,3.801923386
5.505138879,3.805998075
3.271913178,3.806447526
4.841889127,3.807187047
6.476004261,3.810951601
3.689148993,3.815875278
5.24322252,3.823478468
0,3.82776855
4.820499404,3.831011467
5.809179702,3.831955665
3.903407286,3.838787278
4.206130746,3.841338882
6.180210627,3.842420767
5.795519341,3.842703358
4.598982908,3.844857871
4.43779334,3.846095151
4.394410526,3.846111493
3.762691015,3.847045449
5.959073896,3.847591351
3.936010494,3.851234309
5.240298501,3.85229959
4.83680546,3.855925458
5.024649011,3.884619346
0,3.8973287
4.756802409,3.902296132
0,3.909234067
4.880697477,3.916001678
5.259671536,3.922614717
0,3.924059033
5.194825088,3.927821348
4.177380761,3.928381563
4.461964595,3.931079249
2.813171852,3.93522332
5.747681572,3.936774794
0,3.940009878
5.098899113,3.945681249
5.896277013,3.956243369
4.959328004,3.956816122
5.881594451,3.961684913
0,3.962120765
4.956017828,3.962262572
0,3.970879792
5.52597386,3.970989426
5.719495799,3.973604577
4.525055632,3.97864151
3.898989407,3.987461643
0,3.988380208
0,3.990467215
5.145862576,3.993029567
5.105533003,4.012946881
4.220268669,4.017536871
4.20623694,4.018623284
6.11626706,4.026502242
0,4.027342471
0,4.027451706
4.819931417,4.0328458
5.072444062,4.033187081
5.763398916,4.033669304
0,4.036805691
4.17161481,4.037720563
0,4.037887562
5.618791994,4.03997378
5.080151013,4.042686533
5.843916771,4.044482687
5.009834643,4.045806889
0,4.046262659
4.748662483,4.049531552
0,4.052254347
0,4.054637717
6.089039156,4.05621137
4.793299229,4.058769604
2.989337225,4.060077754
0,4.060823654
6.324866899,4.063142483
4.772089312,4.069109592
5.365069833,4.07005866
4.389613248,4.070625337
4.248040246,4.075154642
5.787903705,4.077200915
5.25921985,4.08115921
4.544548666,4.083333814
4.65958012,4.08438486
5.212454807,4.085171086
4.016736164,4.085798267
5.001401935,4.087477731
4.437511873,4.08865137
0,4.091493557
4.460463481,4.093690927
4.720887926,4.095076029
4.512741347,4.098702827
6.366645171,4.101207857
5.166568356,4.101704123
4.784187007,4.105751143
4.348011781,4.106174913
0,4.108153849
4.221942478,4.109979768
5.380630908,4.11093879
6.240961199,4.113011527
5.198971792,4.11500374
4.90779596,4.115467387
0,4.117341473
5.728120304,4.118591862
4.65452127,4.122865686
4.43440769,4.1258672
4.875121759,4.126637908
4.65860278,4.127871267
4.063994545,4.130051289
4.369053338,4.131932693
5.183491531,4.137849709
5.300280309,4.138392264
5.40316038,4.140714871
4.698866734,4.144260375
3.721538086,4.146358244
4.291726352,4.149102392
0,4.151506186
3.965675261,4.156000819
5.772572202,4.161577192
4.380859828,4.161718809
6.319763743,4.165208881
5.463939699,4.16944759
5.003687598,4.169737223
1.456153389,4.179785363
6.023389268,4.182233649
4.202377141,4.183332378
5.057504031,4.183799787
4.676161726,4.18449266
5.265072354,4.19027193
0,4.192153673
4.43196098,4.196503427
4.894813889,4.19729134
4.464456405,4.19873223
5.015338254,4.200144113
5.623317336,4.200801815
4.846523355,4.201728875
4.372040313,4.205091498
4.703418758,4.206064303
0,4.210005316
5.960824335,4.213311212
5.661404896,4.215524125
4.130434738,4.229411457
3.129830661,4.230496691
0,4.230920692
4.035714574,4.23533921
3.70229454,4.238965758
5.425223475,4.242112761
6.417850874,4.242778511
5.010776134,4.248046722
0,4.248489794
0,4.255289877
4.591450295,4.265952656
2.889745857,4.267400248
4.323055416,4.267857817
3.687582375,4.26913665
6.02864525,4.270672688
5.158008235,4.27522133
5.025825745,4.285989498
0,4.286388738
3.817683215,4.286483932
5.827148129,4.287775067
4.794733657,4.290077905
5.559104811,4.29249985
0,4.293403087
5.521823462,4.295059955
6.046359974,4.295661874
4.464897345,4.297748609
4.975680393,4.29964334
5.566157745,4.30083869
4.37789772,4.302445776
3.689215685,4.302654169
0,4.303484411
4.752833519,4.303573621
5.402571834,4.303742946
3.750074115,4.304116305
3.823127209,4.304156277
3.578550852,4.307624596
5.272355243,4.307895191
4.086284428,4.312403122
3.861355369,4.315665393
4.619244451,4.318566762
3.876408611,4.31895006
5.016542129,4.321676294
4.688514431,4.325078501
6.021487401,4.333158347
3.510731891,4.333838225
0,4.335287118
3.852545133,4.337100586
5.079764723,4.339145891
4.736142314,4.339223819
4.622170446,4.343251313
6.363454758,4.345560349
5.197534784,4.347744866
5.350372744,4.348374306
4.225933261,4.349143799
0,4.35076518
5.509247502,4.351148981
5.309188212,4.351635812
5.821775817,4.353277835
3.799398038,4.353458144
3.380397586,4.359415968
6.8699734,4.36018926
7.09014821,4.361406434
4.084613093,4.36232228
0,4.362469544
4.826263339,4.363413231
4.206306651,4.364665023
5.163220895,4.366516082
4.815834011,4.368315973
6.030822838,4.36977607
4.069445936,4.370867024
3.008399158,4.371213678
5.062329765,4.373167186
4.248289622,4.375950483
3.798576001,4.37629692
3.374436165,4.376467822
0,4.381573836
3.691614348,4.383060833
5.58016243,4.386200189
0,4.388570143
4.03282325,4.390223783
5.293780039,4.394351974
0,4.397474943
4.578133082,4.397898731
0,4.398356884
0,4.39885303
4.369187349,4.402974261
3.64038284,4.406540913
4.553436966,4.407344566
4.337968475,4.40827866
4.631149191,4.409810219
6.224895915,4.411753004
6.851184563,4.420536357
3.712165016,4.422843006
4.71751283,4.423303984
0,4.427906978
4.796767447,4.428635419
5.7908392,4.434294829
6.860816979,4.434836456
5.299596121,4.43669728
0,4.439424076
4.830361442,4.440222628
3.963282383,4.446709422
4.904644251,4.446887413
4.728626425,4.449520747
4.338041524,4.450373527
5.695149336,4.450660908
5.113273726,4.452364736
0,4.452469597
4.906484215,4.459420535
5.402448768,4.463824676
4.224197151,4.467230912
6.092680168,4.471732296
5.24621026,4.472761187
5.609919326,4.475814729
0,4.476386952
5.507589384,4.476878454
5.056597674,4.476996594
5.847641271,4.477111729
0,4.484858936
3.96987508,4.486011418
4.64809046,4.486302637
6.209480203,4.486345269
4.489887342,4.487241208
4.585749625,4.487285204
0,4.491165783
5.714683609,4.49263483
0,4.502076128
4.67971193,4.502373294
4.162620467,4.50329893
4.636748826,4.506137445
4.3350262,4.513736179
3.685365611,4.514333076
4.310849469,4.517338228
3.828058943,4.518130367
5.568507576,4.520593959
5.793533076,4.522974406
4.483076383,4.523133927
6.407694401,4.528827532
0,4.529172576
3.513199615,4.529363973
3.544047818,4.531395627
4.471852264,4.534135961
4.958221793,4.53494778
4.861130945,4.539139105
3.992341709,4.542129339
5.532400844,4.545181066
5.576859494,4.547200319
5.665150338,4.550420085
6.527937898,4.551069152
3.788512699,4.552721009
4.761051739,4.553537297
0,4.554044926
5.785365587,4.555273319
6.551839834,4.559559395
5.000280598,4.560764173
4.74952332,4.561441044
6.588513642,4.563905378
6.389065734,4.564158329
5.169056321,4.564736883
3.732343411,4.56522425
2.30256252,4.565348861
0,4.565599917
4.77789132,4.571166848
6.284968529,4.575866823
4.306931024,4.577900052
0,4.578846339
4.499360703,4.581386241
5.131486996,4.582548955
4.667840115,4.584746953
3.832871653,4.586038284
5.958998063,4.586244887
4.038022455,4.587430805
7.288243509,4.59043836
5.04550798,4.590660926
3.275512903,4.593546422
5.496633659,4.597598951
5.180627147,4.597717865
5.687229867,4.597883087
4.590312259,4.599643926
4.76599782,4.602891195
4.164761228,4.603806263
5.463668053,4.604842724
0,4.606864099
5.371241792,4.607125156
5.389287307,4.60738789
3.56049414,4.608469497
5.300228,4.608869792
4.954539856,4.61006781
4.372777351,4.610086473
6.709065075,4.610707241
2.932944334,4.613844897
5.886895209,4.617557905
0,4.618326762
5.652569873,4.619625615
5.2698382,4.622153912
4.748401733,4.625467908
3.215626461,4.625971666
5.021913049,4.631779943
0,4.632266292
5.397722115,4.634417997
4.940030521,4.637430705
5.354457873,4.637845845
5.066192228,4.63886848
4.832254693,4.639167146
5.458996043,4.646106912
6.7085993,4.649331431
0,4.65384333
4.877274771,4.654200269
5.719649567,4.65484247
4.963893929,4.655610406
0,4.656735801
6.095160641,4.657195857
0,4.660236025
4.38255473,4.661227309
4.061174434,4.662709339
4.502511075,4.663606802
4.886064637,4.666776337
5.09967801,4.667021751
4.547998598,4.669411909
5.246446292,4.670577442
0,4.673530116
0,4.673695982
5.572084082,4.674603885
5.153871017,4.675877513
5.109409264,4.677726422
0,4.679295462
4.853084748,4.680486003
5.947221668,4.680611715
4.014112135,4.680651173
4.963855699,4.684472076
6.037230344,4.689945668
5.865170979,4.690932789
5.493009965,4.691103958
6.700890514,4.69138084
0,4.692851798
5.224889556,4.695387846
4.862793722,4.695789242
0,4.696100184
4.433234082,4.697613641
5.892182852,4.698404239
5.014893494,4.698579728
5.745408124,4.699611882
3.966501508,4.700809155
5.733284406,4.705256729
3.396917867,4.705551917
4.761378875,4.705898967
5.045268618,4.7063395
5.637677222,4.706374511
0,4.706438259
5.328826921,4.708078284
6.370692471,4.708181879
4.35400039,4.708931713
4.035089735,4.709679808
5.633060416,4.710777617
6.263346942,4.711895464
4.025795727,4.711913074
5.608802721,4.715102251
6.430496106,4.716006129
5.02656444,4.719115246
3.704054464,4.721484178
4.082059528,4.725609856
4.28453511,4.728527928
3.516710643,4.728664812
3.837724008,4.733869379
0,4.735211894
5.334343664,4.735621117
5.763518572,4.73610416
4.131434419,4.736874943
5.003245934,4.74122346
6.384750807,4.745170958
6.109848083,4.745862427
3.8208881,4.74595338
5.504409165,4.747117281
4.837083062,4.748535866
5.526820044,4.750521558
4.771617609,4.751331222
4.524888174,4.752641604
4.105571935,4.754397268
0,4.757701143
5.823348438,4.757836644
4.171671235,4.757922906
4.200080055,4.759815882
0,4.761463617
5.497811017,4.763928529
3.560770442,4.765841128
5.89495915,4.766102848
0,4.766823998
4.392175645,4.766882902
6.01095499,4.768181045
3.457730548,4.770506481
4.999943859,4.771291871
5.153947997,4.7718045
5.410538318,4.774121315
5.935851332,4.774706496
5.919673722,4.774898736
5.387423682,4.77525335
5.740563574,4.775281468
6.221710308,4.776671726
5.427612007,4.776691852
5.460514182,4.777224839
0,4.777932905
3.872734112,4.77844328
5.085775511,4.784852197
5.037089486,4.785321932
6.141096522,4.785428757
4.330417647,4.786055056
4.394283499,4.787346962
3.474332692,4.787586635
5.597864417,4.78798186
5.038000722,4.788197858
5.236094766,4.790805042
0,4.790993212
4.678913744,4.792297942
5.066779569,4.79298848
5.714629169,4.793289247
0,4.793336932
5.755352785,4.795898662
4.074595874,4.7963955
4.191455318,4.80340176
6.772542927,4.803817019
4.842078087,4.805294591
4.526216365,4.805486925
4.731695416,4.80938572
6.336602577,4.811176921
3.863394049,4.814025902
0,4.814426572
4.468854546,4.814666614
4.463628825,4.815708459
4.923415832,4.816913002
0,4.81768566
3.207421611,4.818164428
5.400799173,4.818818763
4.644199031,4.81991875
3.681532388,4.823144079
4.115015237,4.823386788
4.306140895,4.824316406
3.587120282,4.827272819
5.138103215,4.828122095
4.644457665,4.82912482
4.899429492,4.829620313
5.295123024,4.830649738
5.645591885,4.831737393
0,4.831787346
4.531617116,4.833178487
4.673793945,4.83400374
5.350175776,4.834208
4.6937774,4.835946172
3.830130037,4.838087022
0,4.839165777
5.367331546,4.840285298
4.862214555,4.840990977
4.352646136,4.841069166
3.911730553,4.841799671
5.298992639,4.842152204
4.756328403,4.842427559
4.383056772,4.843683799
4.778671491,4.844465551
3.681866081,4.844541427
5.14742869,4.844698206
4.901574742,4.845176529
0,4.848695855
4.967444477,4.852957735
4.991620551,4.85395299
5.344413648,4.85470618
6.164795639,4.855047154
4.528579091,4.855894237
5.347695206,4.856412108
0,4.85642693
5.783448317,4.859996907
6.208593514,4.861235894
3.876121615,4.866457526
5.718274999,4.867473056
5.987219766,4.867753627
5.281211517,4.870237999
4.763185665,4.87214796
4.850438349,4.875062636
4.80922654,4.875695495
4.267594267,4.876314899
0,4.881076832
6.889822091,4.881565036
5.060001789,4.882055212
6.329947663,4.88726128
5.16405734,4.888057267
4.504169946,4.889795005
4.614187841,4.889800737
5.781349559,4.891022684
0,4.891620345
0,4.893185282
5.733962875,4.893273086
5.612434769,4.894501928
7.354908889,4.896079237
5.9171651,4.897515909
5.073627509,4.897668236
3.984404478,4.897820958
4.164704046,4.898933286
4.846559306,4.904521941
0,4.90537744
5.468473066,4.905480349
0,4.906758924
3.881178304,4.907905133
0,4.908658756
2.596871879,4.909603414
5.668478332,4.911533465
6.53935426,4.912819625
4.518780712,4.913055065
3.863186661,4.913565879
0,4.915289205
4.234418999,4.91572545
4.916099862,4.916922171
3.639042605,4.917285639
5.62640073,4.918442951
0,4.918585805
0,4.923802733
0,4.924220321
0,4.924999824
5.583474383,4.925608286
6.252540029,4.929354022
0,4.930309083
5.737535521,4.93081828
4.226764184,4.932495403
3.393378278,4.934880882
5.323468822,4.935019053
5.485873904,4.9351967
4.832232077,4.936248096
5.165380956,4.936336158
2.8192497,4.936682195
3.295165384,4.937554575
5.261578877,4.939109155
5.718804699,4.939308863
4.692103393,4.94008305
4.519137908,4.941708192
0,4.943701493
4.599310408,4.945484849
4.217484339,4.945558749
4.986852774,4.946523682
0,4.948793359
6.884078749,4.952529434
0,4.953714168
5.318857814,4.955878067
0,4.957744937
6.290399254,4.960697666
4.347304361,4.963598632
5.458289122,4.965426789
0,4.965535232
0,4.967604319
5.28147915,4.967619645
5.761342461,4.967805987
6.527385622,4.969635176
5.046545344,4.971274062
4.07491378,4.97128083
5.833398531,4.97155458
5.227014903,4.971587408
5.292210707,4.972858286
4.274467682,4.972958307
6.156346545,4.975451386
5.501285334,4.975787187
5.006696063,4.97609463
5.324688259,4.976741525
3.1613692,4.978886632
6.369662295,4.979632479
4.757280728,4.980077768
4.974596885,4.981559511
5.105584201,4.984275692
4.767068464,4.985043298
5.44012491,4.986679681
4.497209526,4.987231503
6.056173824,4.987489898
0,4.987838249
5.263093546,4.989638721
5.567615382,4.991795351
4.26502739,4.992505403
4.42864458,4.993236762
5.192863721,4.993713958
5.910089477,4.993916788
4.330191252,5.000710584
0,5.001028589
5.532196685,5.001751525
3.38006953,5.005257593
0,5.005501986
5.021288638,5.00659004
4.005852291,5.00725902
6.211948737,5.008949459
4.898052052,5.009346427
4.875183955,5.009423103
0,5.010123001
5.597698312,5.010553928
5.406380406,5.010651767
4.108116055,5.011330733
0,5.013763182
3.594621793,5.014920695
5.112689691,5.01601433
6.135967517,5.020315829
3.660438844,5.021932184
5.250848791,5.023514764
5.932162009,5.024514836
4.096102308,5.028047335
5.153066563,5.029852194
3.827668135,5.03001071
0,5.033006728
4.960524155,5.03394508
4.702553638,5.034505754
4.120794378,5.038906988
0,5.040758381
5.799236911,5.041794298
3.687924818,5.043099194
4.407732766,5.044492624
0,5.045089594
2.988521055,5.045502876
4.481059514,5.047524205
5.719622771,5.050422673
4.867839525,5.051808734
4.370560717,5.053111971
5.829281052,5.055343606
4.149823685,5.056016375
6.36799745,5.056902013
3.713082097,5.057113036
3.433697685,5.05754892
6.176008276,5.057920138
6.522727085,5.05918583
4.899820814,5.062314166
5.030120524,5.062409612
3.882865465,5.067973444
3.53330931,5.069329045
0,5.070488323
5.811028321,5.072074431
0,5.073281601
5.783752643,5.07430019
4.474593266,5.075173826
4.790878742,5.077095745
4.69259831,5.077357148
0,5.078265385
4.055949305,5.078887872
3.62855771,5.07986042
5.030783859,5.08051072
5.139062929,5.082397358
0,5.083308283
6.476602345,5.083559949
3.637177005,5.083770062
6.062732897,5.084482861
6.488641665,5.086048298
3.857489978,5.087517678
4.855619855,5.090278046
5.022018836,5.090371882
5.051300856,5.09087351
4.72181223,5.093436288
5.770950025,5.095268673
3.097542233,5.100453687
0,5.100541513
5.519480625,5.103600166
5.107078698,5.103812126
4.144606086,5.105974434
4.391587559,5.10765852
6.50445572,5.107725144
4.76660359,5.111055764
6.488330781,5.111370099
0,5.111417776
5.550539166,5.114344842
5.188099441,5.115460929
5.378035395,5.117386962
4.33698875,5.117894111
5.04348305,5.122229287
5.102080439,5.122550012
4.680338768,5.122906018
4.373255549,5.124533382
0,5.125733675
5.370969765,5.126409799
3.945908861,5.128515349
5.726663123,5.128999195
4.200172519,5.12996071
0,5.130869582
4.777205805,5.131835212
5.915138607,5.13715417
5.374586901,5.137221131
5.068842208,5.138829195
7.33231606,5.139927211
6.200603359,5.14099656
4.292170157,5.141667039
4.519820935,5.143716406
4.948947292,5.146974909
5.732504268,5.148824431
4.692088153,5.150040833
5.844215859,5.150334441
5.59534602,5.150565631
4.360311883,5.150945469
4.694570208,5.154807926
0,5.155483724
0,5.156108428
5.094225835,5.157125496
5.928840884,5.158040603
0,5.160189789
4.616168774,5.160864834
0,5.163659921
5.118390716,5.1659645
0,5.166845352
5.705222338,5.167563483
5.205871782,5.169090012
5.791329343,5.170391427
4.860048754,5.171224827
4.19381619,5.171488647
4.25094462,5.17217558
4.366878307,5.172214966
4.964072905,5.172942625
4.76134116,5.173388786
6.098946789,5.175300735
5.001340026,5.177200985
0,5.181222703
5.085393184,5.181262571
5.157690852,5.185970048
0,5.187203291
4.758172691,5.187698925
5.432730668,5.191209492
5.813009437,5.192658568
5.051643835,5.196189968
4.997139601,5.200618606
4.57423513,5.201933386
5.912238849,5.204557938
4.315465076,5.206912413
3.312643359,5.208470466
4.315443082,5.209230727
0,5.209875491
5.381987223,5.210354798
4.971232788,5.210461792
4.855257743,5.210926498
5.686439523,5.211626467
5.116034286,5.214178606
0,5.216009908
0,5.219325785
3.765510675,5.220814829
6.665127698,5.223894424
5.539333889,5.224950254
4.982144523,5.226106179
4.840899626,5.226982586
0,5.227938007
3.43562229,5.227967034
4.339939465,5.230437517
6.874958155,5.232100587
6.376243336,5.235971368
5.921875959,5.237952074
0,5.23801898
5.887892112,5.239202031
5.448451537,5.23925972
5.412164404,5.240775776
4.55755763,5.241855748
5.318402944,5.242433328
5.475361756,5.242741585
4.638778331,5.243120482
4.499226885,5.246969965
4.79041024,5.251059603
4.797774109,5.251923562
0,5.252712789
5.720073558,5.254327897
4.974102628,5.256511997
4.286279213,5.257643583
6.533439881,5.258869963
5.562808268,5.260882474
4.988939912,5.261035691
4.731908237,5.262074659
4.926757468,5.266576146
4.542356833,5.267153652
3.202699065,5.267701339
5.220414851,5.26869197
5.193244931,5.269580956
3.905900045,5.27166258
4.471628965,5.273577473
4.525850395,5.273658919
5.498223137,5.279249205
5.524377784,5.27941435
5.421265965,5.280747701
6.658263215,5.282005099
5.429575313,5.284022045
5.769662583,5.28432024
0,5.287814096
5.344184939,5.291920405
5.331891112,5.29347909
3.727646158,5.294826167
2.523516256,5.295149198
6.379227276,5.295364214
5.519598203,5.296621184
4.146176612,5.296683389
5.999256412,5.297066096
3.744688207,5.297561828
4.44121001,5.297988778
0,5.299053535
5.200951014,5.299681446
0,5.30161445
4.202549425,5.304101966
0,5.305306663
4.740413302,5.305439939
0,5.307589159
4.835938594,5.308043338
2.877815781,5.308075287
4.849448941,5.308109361
3.546108152,5.308197488
0,5.309981495
4.238119877,5.310992819
5.932895432,5.312825108
3.50354583,5.315308881
5.25731279,5.317623623
4.102196666,5.319054966
6.029427921,5.320212817
5.145498389,5.322678019
0,5.323434433
5.013370365,5.323860353
3.602434517,5.325652215
5.317694316,5.332189794
5.583866537,5.333545619
4.756629392,5.341399081
0,5.34357107
6.058524405,5.346233527
5.37905476,5.348291162
5.133983178,5.348311855
5.593178723,5.349605338
5.919305958,5.350698341
0,5.353491499
5.667266493,5.35396155
5.758762699,5.35517189
4.978527213,5.355332708
4.235124921,5.355427094
1.492620722,5.35546965
4.469162404,5.355823052
4.726416781,5.357582144
4.249522819,5.360975156
4.816615289,5.363612388
4.649767526,5.364120831
4.577492007,5.365217065
4.479733481,5.365826213
4.501534219,5.366317804
5.725439381,5.366707328
5.665296513,5.368646559
5.11422492,5.369741809
6.083464854,5.369842304
6.372352062,5.371068802
4.50790913,5.373904576
0,5.37503044
6.337401027,5.37979741
4.853127062,5.381049345
5.605847401,5.381615726
6.640173053,5.382663392
4.851561821,5.38519339
6.18977366,5.389806784
5.204015381,5.391722119
0,5.39207879
4.819497549,5.392224828
6.174385535,5.39492835
4.797228349,5.397001722
0,5.398131989
5.470109156,5.39824462
5.667046036,5.399294235
4.247101816,5.399824216
4.543526719,5.400293642
2.530450722,5.400926029
5.620933666,5.404432536
5.396543228,5.404516749
5.575734793,5.406206383
5.732403161,5.407515555
5.842569421,5.407821613
0,5.411413261
0,5.412248395
6.195772771,5.415479424
4.453271437,5.416069203
4.962030805,5.416807095
4.033785517,5.41777896
4.867358948,5.418797911
5.330298252,5.420444761
5.055859023,5.420670938
3.732261843,5.421304868
5.675322774,5.421995724
3.689585423,5.423489849
5.214720655,5.425518124
4.28123471,5.426858931
5.477159721,5.428142269
0,5.430863086
4.825138661,5.432726207
4.952117896,5.434315055
4.957443287,5.440091682
4.516450754,5.440587025
5.53287978,5.441459708
6.365957446,5.445147803
5.222519441,5.445168844
4.667293197,5.448801656
6.164908337,5.449111125
5.557908866,5.455648623
3.634830809,5.457133491
6.052328021,5.457399886
4.442681755,5.457733408
5.291380751,5.459583038
3.730516532,5.461034843
2.197658161,5.462274205
0,5.46247773
4.475068446,5.46417796
4.589074023,5.466368227
4.92147389,5.466768671
4.873564715,5.467374245
4.124324992,5.469906211
5.273101287,5.471781363
0,5.472007047
0,5.472379586
5.363257075,5.473438613
5.694319602,5.473983281
0,5.477328744
5.137665075,5.479160192
0,5.479195023
0,5.481077196
5.474976815,5.483437405
4.536840428,5.484153607
4.690277498,5.484427644
5.744666604,5.489959657
4.584223599,5.491408259
4.836524535,5.493405997
4.935965135,5.496002422
5.468156804,5.497259227
4.224601685,5.500839626
5.879081562,5.503269282
5.074726341,5.504909276
4.785786224,5.505193661
0,5.509214006
4.610336653,5.509364737
4.846330492,5.510248168
5.577997302,5.510756942
4.241690217,5.511085173
4.531730799,5.516989682
4.839683544,5.518169032
4.617508693,5.519167815
4.374546875,5.519419797
4.376747083,5.520517377
5.295953241,5.521007531
5.867215153,5.521668153
0,5.521850018
5.245814418,5.522873516
4.160878651,5.52522591
5.2610639,5.525262102
5.540588572,5.52618183
0,5.530071912
5.86310095,5.533588676
4.763857456,5.533633794
3.989389911,5.536960525
3.544508568,5.538451319
4.005994395,5.539030605
0,5.540434312
5.393583875,5.542688802
5.086683,5.544538046
5.270395241,5.545145429
3.872586856,5.550645601
6.467125181,5.550891884
0,5.55880515
5.403076616,5.559819718
0,5.56927065
5.322853383,5.570307195
0,5.573202161
4.765378419,5.575931044
4.414316064,5.578966595
4.890514877,5.580088266
0,5.580871473
5.965221333,5.581409186
0,5.584426272
6.498707698,5.587020404
6.163952354,5.588150605
5.253234684,5.588341711
5.589910398,5.588598938
6.218881495,5.589118689
5.624438567,5.589183807
0,5.591228312
5.12333056,5.592777172
4.315769118,5.597288118
4.463921851,5.602437331
3.224536429,5.60259823
4.990372935,5.603501311
0,5.603620384
